lead_time,adr,total_nights,total_guests,adr_per_guest,total_of_special_requests,booking_changes,previous_cancellations,days_in_waiting_list,required_car_parking_spaces,is_repeated_guest,room_mismatch,hotel,market_segment,deposit_type,customer_type,meal,arrival_season
103,65.42,4,2,32.71,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
16,98.0,4,1,98.0,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
14,75.46,5,2,37.73,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
77,65.5,5,2,32.75,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
90,90.95,7,2,45.475,0,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
90,93.6,7,2,46.8,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
90,119.25,7,2,59.625,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
366,134.73,7,2,67.365,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
249,112.0,7,2,56.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
69,118.13,8,2,59.065,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
10,131.0,1,2,65.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
22,88.2,2,2,44.1,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
91,73.8,2,2,36.9,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
23,98.0,2,2,49.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
11,110.5,2,2,55.25,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
3,131.0,2,2,65.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
13,185.0,2,3,61.666666666666664,1,2,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
108,87.3,2,2,43.65,2,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
37,120.0,3,2,60.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
21,98.0,3,2,49.0,1,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
106,96.3,3,2,48.15,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
30,197.0,4,2,98.5,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient-Party,FB,Summer
51,123.0,5,2,61.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
79,82.0,5,2,41.0,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
21,165.0,5,4,41.25,3,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
35,149.4,5,4,37.35,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
78,106.84,7,2,53.42,2,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
31,161.0,7,2,80.5,1,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
78,134.43,7,2,67.215,2,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
78,144.43,7,2,72.215,2,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
44,152.0,7,1,152.0,0,2,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
34,125.54,7,3,41.84666666666667,3,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
87,133.83,7,4,33.4575,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,FB,Summer
11,159.75,8,4,39.9375,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
115,120.6,9,2,60.3,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
86,112.2,10,2,56.1,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
41,110.6,11,3,36.86666666666667,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
32,105.9,13,2,52.95,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
34,95.27,7,3,31.756666666666664,3,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
34,108.83,7,2,54.415,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
100,153.96,5,3,51.32,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
44,120.6,5,2,60.3,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
304,90.67,6,3,30.223333333333333,1,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
36,126.67,6,2,63.335,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
117,144.4,6,3,48.13333333333333,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
70,99.5,6,2,49.75,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
110,139.4,7,2,69.7,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
109,73.8,7,2,36.9,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
33,89.97,4,2,44.985,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
33,123.0,4,2,61.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
33,123.0,4,2,61.5,0,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,123.0,1,1,123.0,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,144.9,1,2,72.45,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
0,153.0,1,2,76.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,131.0,1,2,65.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
84,100.0,2,2,50.0,0,0,0,0,1,0,0,Resort Hotel,Corporate,No Deposit,Transient,HB,Summer
71,65.5,2,2,32.75,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
16,123.0,2,2,61.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
54,123.0,3,2,61.5,0,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
8,131.0,3,2,65.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
36,104.68,7,2,52.34,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
40,166.0,7,2,83.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
59,111.25,8,2,55.625,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
79,213.75,8,4,53.4375,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
32,178.0,10,2,89.0,0,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
110,113.9,7,2,56.95,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
33,129.29,7,2,64.645,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
53,153.0,1,4,38.25,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
2,98.0,1,2,49.0,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
8,169.0,6,3,56.333333333333336,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
72,93.0,6,2,46.5,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
12,132.29,7,2,66.145,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
48,123.0,7,2,61.5,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
90,117.22,7,2,58.61,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,FB,Summer
34,149.0,7,3,49.666666666666664,1,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
58,164.57,7,4,41.1425,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
59,107.0,7,2,53.5,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
90,117.22,7,3,39.07333333333333,2,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,FB,Summer
116,119.25,7,2,59.625,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
31,123.0,7,2,61.5,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
51,105.71,7,2,52.855,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
48,123.0,7,2,61.5,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
59,144.43,7,2,72.215,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
97,126.0,8,2,63.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
12,148.3,9,2,74.15,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
64,125.22,9,2,62.61,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
31,123.0,11,2,61.5,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
59,130.0,11,2,65.0,1,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
55,133.16,14,12,11.096666666666666,1,2,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
81,78.84,7,2,39.42,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
1,80.1,1,2,40.05,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
34,193.0,2,4,48.25,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
13,88.2,2,2,44.1,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
40,90.71,2,2,45.355,0,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,114.5,2,2,57.25,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
34,120.2,2,2,60.1,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
88,79.5,3,2,39.75,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
9,117.9,3,2,58.95,3,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
24,128.0,3,2,64.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
97,90.95,4,2,45.475,0,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
60,107.0,4,3,35.666666666666664,2,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
100,130.05,4,4,32.5125,1,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
50,123.0,5,2,61.5,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
47,103.8,5,2,51.9,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
8,196.0,5,4,49.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
34,149.4,5,2,74.7,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
47,175.71,7,2,87.855,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
115,119.7,7,3,39.9,2,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,HB,Summer
79,100.86,7,2,50.43,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
91,100.86,7,2,50.43,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
98,82.0,2,2,41.0,3,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
109,73.8,2,2,36.9,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,117.9,2,2,58.95,0,0,0,0,1,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,150.0,2,4,37.5,0,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
9,161.0,2,2,80.5,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
62,64.0,2,2,32.0,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
45,123.0,2,2,61.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
42,110.0,3,2,55.0,0,0,0,0,1,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
54,88.2,3,2,44.1,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
51,130.0,3,2,65.0,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
54,88.2,3,2,44.1,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
58,165.0,3,2,82.5,1,2,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
0,114.0,4,1,114.0,0,0,0,0,0,0,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
60,79.5,5,2,39.75,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
321,132.8,5,2,66.4,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
40,120.0,5,2,60.0,2,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
51,79.5,5,2,39.75,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
38,120.0,5,2,60.0,0,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
75,144.2,5,2,72.1,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
101,107.2,5,2,53.6,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
42,120.0,5,2,60.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
109,163.8,5,3,54.6,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
81,98.5,6,2,49.25,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
98,130.5,6,2,65.25,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
32,153.0,6,1,153.0,0,2,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
72,98.5,6,2,49.25,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
115,119.7,7,2,59.85,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,HB,Summer
118,184.6,7,2,92.3,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,FB,Summer
81,181.22,7,3,60.406666666666666,2,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
95,100.86,7,2,50.43,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
16,100.2,1,2,50.1,3,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
56,134.25,4,2,67.125,0,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
88,96.3,8,2,48.15,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
41,83.09,9,2,41.545,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
40,105.5,1,2,52.75,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
1,134.0,1,1,134.0,0,0,0,0,0,0,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
1,8.0,1,2,4.0,1,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,146.0,2,2,73.0,1,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
76,126.0,4,2,63.0,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,111.15,4,2,55.575,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
49,136.2,5,2,68.1,2,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
76,101.8,5,2,50.9,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
73,127.0,6,2,63.5,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient-Party,HB,Summer
73,161.5,6,3,53.833333333333336,2,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient-Party,HB,Summer
317,230.67,6,4,57.6675,2,1,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
112,65.7,7,1,65.7,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
6,180.0,7,2,90.0,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
8,168.57,7,2,84.285,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
96,107.67,9,2,53.835,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
96,96.9,9,2,48.45,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
99,107.0,9,2,53.5,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
66,73.41,11,2,36.705,0,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
38,109.9,14,2,54.95,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
38,109.9,14,2,54.95,2,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
113,187.5,15,3,62.5,3,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,134.0,1,1,134.0,0,0,0,0,0,0,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
62,91.5,3,2,45.75,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
39,132.44,3,2,66.22,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
37,106.9,6,2,53.45,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
58,131.86,7,2,65.93,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
37,216.13,8,4,54.0325,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
57,107.0,2,2,53.5,0,0,0,0,0,0,1,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
57,107.0,2,2,53.5,0,0,0,0,0,0,0,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
57,107.0,2,2,53.5,0,0,0,0,0,0,1,Resort Hotel,Groups,No Deposit,Transient,FB,Summer
83,190.33,9,4,47.5825,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
57,107.0,2,2,53.5,0,0,0,0,0,0,0,Resort Hotel,Groups,No Deposit,Transient,FB,Summer
57,94.0,2,1,94.0,0,1,0,0,0,0,1,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
57,0.0,2,2,0.0,0,0,0,0,0,0,0,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
57,98.75,2,2,49.375,0,0,0,0,0,0,1,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
57,148.23,2,3,49.41,0,1,0,0,0,0,1,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
57,94.0,2,1,94.0,0,1,0,0,0,0,1,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
57,0.0,2,1,0.0,0,1,0,0,0,0,0,Resort Hotel,Groups,No Deposit,Transient-Party,FB,Summer
66,195.0,2,4,48.75,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
13,120.6,2,2,60.3,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
50,123.2,1,2,61.6,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
48,112.0,1,1,112.0,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,123.2,1,2,61.6,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
7,169.0,1,4,42.25,1,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,198.0,2,4,49.5,0,1,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
66,103.5,2,2,51.75,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
13,135.6,2,3,45.199999999999996,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
66,103.5,2,2,51.75,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
10,184.0,3,2,92.0,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
10,134.0,3,2,67.0,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
58,147.0,3,2,73.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
17,151.33,3,2,75.665,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
19,121.33,3,2,60.665,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
10,150.2,5,2,75.1,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient-Party,BB,Summer
12,139.0,5,2,69.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
10,150.2,5,1,150.2,1,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient-Party,BB,Summer
63,75.44,4,2,37.72,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
35,135.0,4,2,67.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
113,166.0,6,2,83.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
35,135.0,6,2,67.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
68,130.0,7,2,65.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
113,96.3,8,2,48.15,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
21,160.0,14,1,160.0,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
6,0.0,0,2,0.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
7,127.25,2,2,63.625,1,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
17,164.0,2,2,82.0,2,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,144.5,2,2,72.25,0,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
2,112.0,2,2,56.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
15,134.0,2,2,67.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
7,127.25,2,2,63.625,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
11,155.5,2,2,77.75,0,0,0,0,1,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
6,110.5,2,2,55.25,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,144.5,2,2,72.25,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
1,144.5,2,2,72.25,0,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
48,123.0,2,2,61.5,0,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
15,120.6,2,2,60.3,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
3,107.6,2,1,107.6,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
23,120.6,3,2,60.3,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
53,107.0,5,2,53.5,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
53,133.75,5,3,44.583333333333336,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
94,103.5,5,2,51.75,0,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
64,84.8,5,1,84.8,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
53,107.0,5,1,107.0,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
53,107.0,5,2,53.5,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
24,195.0,5,4,48.75,1,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
24,164.0,6,2,82.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
23,195.0,7,4,48.75,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
53,125.0,7,2,62.5,2,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
23,195.0,7,4,48.75,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
90,132.3,7,2,66.15,3,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
